/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_45_715.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_45_715.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_45_715.jpg,0,0,0,7.80749
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_45_786.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_45_786.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_45_786.jpg,0,0,0,7.760379
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_45_855.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_45_855.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_45_855.jpg,0,0,0,7.698006
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_45_925.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_45_925.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_45_925.jpg,0,0,0,7.651557
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_45_994.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_45_994.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_45_994.jpg,0,0.2279277,0,7.716684
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_46_064.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_46_064.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_46_064.jpg,0,0.4156351,0,7.915532
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_46_131.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_46_131.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_46_131.jpg,0,0.600141,0,8.24839
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_46_202.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_46_202.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_46_202.jpg,0,0.8348637,0,8.888563
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_46_275.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_46_275.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_46_275.jpg,0,0.8328238,0,9.681704
/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/center_2017_11_06_10_55_46_346.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/left_2017_11_06_10_55_46_346.jpg,/home/ilya/indeed/CarND-Behavioral-Cloning-P3/4_1_lap_track_2/IMG/right_2017_11_06_10_55_46_346.jpg,0,0.6576569,0,10.15825
